FIRST_NAME,LAST_NAME,COUNTRY,DISPLAY_FIRST_LAST,TEAM_ABBREVIATION,SCHOOL,BIRTHDATE,TEAM_ID,TEAM_CODE,DISPLAY_FI_LAST,TEAM_CITY,PLAYERCODE,PERSON_ID,POSITION,DISPLAY_LAST_COMMA_FIRST,LAST_AFFILIATION,ROSTERSTATUS,TEAM_NAME,JERSEY
Ramon,Sessions,USA,Ramon Sessions,MIL,Nevada-Reno,1986-04-11T00:00:00,1610612749,bucks,R. Sessions,Milwaukee,ramon_sessions,201196,Guard,"Sessions, Ramon",Nevada-Reno/USA,Active,Bucks,13
Joel,Anthony,Canada,Joel Anthony,BOS,UNLV,1982-08-09T00:00:00,1610612738,celtics,J. Anthony,Boston,joel_anthony,201202,Center,"Anthony, Joel",UNLV/Canada,Active,Celtics,50
Joel,Anthony,Canada,Joel Anthony,BOS,UNLV,1982-08-09T00:00:00,1610612738,celtics,J. Anthony,Boston,joel_anthony,201202,Center,"Anthony, Joel",UNLV/Canada,Active,Celtics,50
Joel,Anthony,Canada,Joel Anthony,BOS,UNLV,1982-08-09T00:00:00,1610612738,celtics,J. Anthony,Boston,joel_anthony,201202,Center,"Anthony, Joel",UNLV/Canada,Active,Celtics,50
Mustafa,Shakur,US,Mustafa Shakur,,Arizona,1984-08-18T00:00:00,0,,M. Shakur,,mustafa_shakur,201203,,"Shakur, Mustafa",Arizona/US,Inactive,,
CJ,Watson,USA,CJ Watson,IND,Tennessee,1984-04-17T00:00:00,1610612754,pacers,C. Watson,Indiana,cj_watson,201228,Guard,"Watson, CJ",Tennessee/USA,Active,Pacers,32
Anthony,Tolliver,USA,Anthony Tolliver,CHA,Creighton,1985-06-01T00:00:00,1610612766,bobcats,A. Tolliver,Charlotte,anthony_tolliver,201229,Forward,"Tolliver, Anthony",Creighton/USA,Active,Bobcats,43
Michael,Beasley,USA,Michael Beasley,MIA,Kansas State,1989-01-09T00:00:00,1610612748,heat,M. Beasley,Miami,michael_beasley,201563,Forward,"Beasley, Michael",Kansas State/USA,Active,Heat,8
O.J.,Mayo,USA,O.J. Mayo,MIL,USC,1987-11-05T00:00:00,1610612749,bucks,O. Mayo,Milwaukee,oj_mayo,201564,Guard,"Mayo, O.J.",USC/USA,Active,Bucks,00
Derrick,Rose,USA,Derrick Rose,CHI,Memphis,1988-10-04T00:00:00,1610612741,bulls,D. Rose,Chicago,derrick_rose,201565,Guard,"Rose, Derrick",Memphis/USA,Active,Bulls,1
Russell,Westbrook,USA,Russell Westbrook,OKC,UCLA,1988-11-12T00:00:00,1610612760,thunder,R. Westbrook,Oklahoma City,russell_westbrook,201566,Guard,"Westbrook, Russell",UCLA/USA,Active,Thunder,0
Kevin,Love,USA,Kevin Love,MIN,UCLA,1988-09-07T00:00:00,1610612750,timberwolves,K. Love,Minnesota,kevin_love,201567,Forward-Center,"Love, Kevin",UCLA/USA,Active,Timberwolves,42
Eric,Gordon,USA,Eric Gordon,NOP,Indiana,1988-12-25T00:00:00,1610612740,pelicans,E. Gordon,New Orleans,eric_gordon,201569,Guard,"Gordon, Eric",Indiana/USA,Active,Pelicans,10
D.J.,Augustin,USA,D.J. Augustin,CHI,Texas,1987-11-10T00:00:00,1610612741,bulls,D. Augustin,Chicago,dj_augustin,201571,Guard,"Augustin, D.J.",Texas/USA,Active,Bulls,14
D.J.,Augustin,USA,D.J. Augustin,CHI,Texas,1987-11-10T00:00:00,1610612741,bulls,D. Augustin,Chicago,dj_augustin,201571,Guard,"Augustin, D.J.",Texas/USA,Active,Bulls,14
D.J.,Augustin,USA,D.J. Augustin,CHI,Texas,1987-11-10T00:00:00,1610612741,bulls,D. Augustin,Chicago,dj_augustin,201571,Guard,"Augustin, D.J.",Texas/USA,Active,Bulls,14
Brook,Lopez,USA,Brook Lopez,BKN,Stanford,1988-04-01T00:00:00,1610612751,nets,B. Lopez,Brooklyn,brook_lopez,201572,Center,"Lopez, Brook",Stanford/USA,Active,Nets,11
Jerryd,Bayless,USA,Jerryd Bayless,BOS,Arizona,1988-08-20T00:00:00,1610612738,celtics,J. Bayless,Boston,jerryd_bayless,201573,Guard,"Bayless, Jerryd",Arizona/USA,Active,Celtics,11
Jerryd,Bayless,USA,Jerryd Bayless,BOS,Arizona,1988-08-20T00:00:00,1610612738,celtics,J. Bayless,Boston,jerryd_bayless,201573,Guard,"Bayless, Jerryd",Arizona/USA,Active,Celtics,11
Jerryd,Bayless,USA,Jerryd Bayless,BOS,Arizona,1988-08-20T00:00:00,1610612738,celtics,J. Bayless,Boston,jerryd_bayless,201573,Guard,"Bayless, Jerryd",Arizona/USA,Active,Celtics,11
Jason,Thompson,USA,Jason Thompson,SAC,Rider University,1986-07-21T00:00:00,1610612758,kings,J. Thompson,Sacramento,jason_thompson,201574,Forward-Center,"Thompson, Jason",Rider/USA,Active,Kings,34
Brandon,Rush,USA,Brandon Rush,UTA,Kansas,1985-07-07T00:00:00,1610612762,jazz,B. Rush,Utah,brandon_rush,201575,Guard,"Rush, Brandon",Kansas/USA,Active,Jazz,25
Anthony,Randolph,USA,Anthony Randolph,DEN,Louisiana State,1989-07-15T00:00:00,1610612743,nuggets,A. Randolph,Denver,anthony_randolph,201576,Forward,"Randolph, Anthony",Louisiana State/USA,Active,Nuggets,15
Robin,Lopez,USA,Robin Lopez,POR,Stanford,1988-04-01T00:00:00,1610612757,blazers,R. Lopez,Portland,robin_lopez,201577,Center,"Lopez, Robin",Stanford/USA,Active,Trail Blazers,42
Marreese,Speights,USA,Marreese Speights,GSW,Florida,1987-08-04T00:00:00,1610612744,warriors,M. Speights,Golden State,marreese_speights,201578,Forward-Center,"Speights, Marreese",Florida/USA,Active,Warriors,5
Roy,Hibbert,USA,Roy Hibbert,IND,Georgetown,1986-12-11T00:00:00,1610612754,pacers,R. Hibbert,Indiana,roy_hibbert,201579,Center,"Hibbert, Roy",Georgetown/USA,Active,Pacers,55
JaVale,McGee,USA,JaVale McGee,DEN,Nevada-Reno,1988-01-19T00:00:00,1610612743,nuggets,J. McGee,Denver,javale_mcgee,201580,Center,"McGee, JaVale",Nevada-Reno/USA,Active,Nuggets,34
JJ,Hickson,USA,JJ Hickson,DEN,North Carolina State,1988-09-04T00:00:00,1610612743,nuggets,J. Hickson,Denver,jj_hickson,201581,Center-Forward,"Hickson, JJ",North Carolina State/USA,Active,Nuggets,7
Alexis,Ajinca,USA,Alexis Ajinca,NOP,"Saint Etienne, France",1988-05-06T00:00:00,1610612740,pelicans,A. Ajinca,New Orleans,alexis_ajinca,201582,Center,"Ajinca, Alexis","Saint Etienne, France/USA",Active,Pelicans,42
Ryan,Anderson,USA,Ryan Anderson,NOP,California,1988-05-06T00:00:00,1610612740,pelicans,R. Anderson,New Orleans,ryan_j_anderson,201583,Forward,"Anderson, Ryan",California/USA,Active,Pelicans,33
Courtney,Lee,USA,Courtney Lee,MEM,Western Kentucky,1985-10-03T00:00:00,1610612763,grizzlies,C. Lee,Memphis,courtney_lee,201584,Guard,"Lee, Courtney",Western Kentucky/USA,Active,Grizzlies,5
Courtney,Lee,USA,Courtney Lee,MEM,Western Kentucky,1985-10-03T00:00:00,1610612763,grizzlies,C. Lee,Memphis,courtney_lee,201584,Guard,"Lee, Courtney",Western Kentucky/USA,Active,Grizzlies,5
Courtney,Lee,USA,Courtney Lee,MEM,Western Kentucky,1985-10-03T00:00:00,1610612763,grizzlies,C. Lee,Memphis,courtney_lee,201584,Guard,"Lee, Courtney",Western Kentucky/USA,Active,Grizzlies,5
Kosta,Koufos,USA,Kosta Koufos,MEM,Ohio State,1989-02-24T00:00:00,1610612763,grizzlies,K. Koufos,Memphis,kosta_koufos,201585,Center,"Koufos, Kosta",Ohio State/USA,Active,Grizzlies,41
Serge,Ibaka,Congo,Serge Ibaka,OKC,"Brazzaville, Rep. of Congo",1989-09-18T00:00:00,1610612760,thunder,S. Ibaka,Oklahoma City,serge_ibaka,201586,Forward-Center,"Ibaka, Serge",Ricoh Manresa/Congo,Active,Thunder,9
Nicolas,Batum,France,Nicolas Batum,POR,"Lisieux, France",1988-12-14T00:00:00,1610612757,blazers,N. Batum,Portland,nicolas_batum,201587,Forward,"Batum, Nicolas",Le Mans/France,Active,Trail Blazers,88
George,Hill,USA,George Hill,IND,IUPUI,1986-05-04T00:00:00,1610612754,pacers,G. Hill,Indiana,george_hill,201588,Guard,"Hill, George",IUPUI/USA,Active,Pacers,3
Darrell,Arthur,USA,Darrell Arthur,DEN,Kansas,1988-03-25T00:00:00,1610612743,nuggets,D. Arthur,Denver,darrell_arthur,201589,Forward,"Arthur, Darrell",Kansas/USA,Active,Nuggets,00
DJ,White,USA,DJ White,CHA,Indiana,1986-08-31T00:00:00,1610612766,bobcats,D. White,Charlotte,dj_white,201591,Forward,"White, DJ",Indiana/USA,Active,Bobcats,8
Nikola,Pekovic,Montenegro,Nikola Pekovic,MIN,Montenegro,1986-01-03T00:00:00,1610612750,timberwolves,N. Pekovic,Minnesota,nikola_pekovic,201593,Center,"Pekovic, Nikola",Panathinaikos/Montenegro,Active,Timberwolves,14
Mario,Chalmers,USA,Mario Chalmers,MIA,Kansas,1986-05-19T00:00:00,1610612748,heat,M. Chalmers,Miami,mario_chalmers,201596,Guard,"Chalmers, Mario",Kansas/USA,Active,Heat,15
DeAndre,Jordan,USA,DeAndre Jordan,LAC,Texas A&M,1988-07-21T00:00:00,1610612746,clippers,D. Jordan,Los Angeles,deandre_jordan,201599,Center,"Jordan, DeAndre",Texas A&M/USA,Active,Clippers,6
Omer,Asik,Turkey,Omer Asik,HOU,Turkey,1986-07-04T00:00:00,1610612745,rockets,O. Asik,Houston,omer_asik,201600,Center,"Asik, Omer",Fenerbahce S.K./Turkey,Active,Rockets,3
Luc,Mbah a Moute,Cameroon,Luc Mbah a Moute,MIN,UCLA,1986-09-09T00:00:00,1610612750,timberwolves,L. Mbah a Moute,Minnesota,luc_mbah_a_moute,201601,Forward,"Mbah a Moute, Luc",UCLA/Cameroon,Active,Timberwolves,12
Luc,Mbah a Moute,Cameroon,Luc Mbah a Moute,MIN,UCLA,1986-09-09T00:00:00,1610612750,timberwolves,L. Mbah a Moute,Minnesota,luc_mbah_a_moute,201601,Forward,"Mbah a Moute, Luc",UCLA/Cameroon,Active,Timberwolves,12
Luc,Mbah a Moute,Cameroon,Luc Mbah a Moute,MIN,UCLA,1986-09-09T00:00:00,1610612750,timberwolves,L. Mbah a Moute,Minnesota,luc_mbah_a_moute,201601,Forward,"Mbah a Moute, Luc",UCLA/Cameroon,Active,Timberwolves,12
Chris,Douglas-Roberts,USA,Chris Douglas-Roberts,CHA,Memphis,1987-01-08T00:00:00,1610612766,bobcats,C. Douglas-Roberts,Charlotte,chris_douglas-roberts,201604,Guard,"Douglas-Roberts, Chris",Memphis/USA,Active,Bobcats,55
Goran,Dragic,Slovenia,Goran Dragic,PHX,"Ljubljana, Slovenia",1986-05-06T00:00:00,1610612756,suns,G. Dragic,Phoenix,goran_dragic,201609,Guard,"Dragic, Goran",Union Olimpija/Slovenia/Slovenia,Active,Suns,1
Anthony,Morrow,USA,Anthony Morrow,NOP,Georgia Tech,1985-09-27T00:00:00,1610612740,pelicans,A. Morrow,New Orleans,anthony_morrow,201627,Guard,"Morrow, Anthony",Georgia Tech/USA,Active,Pelicans,3
Othyus,Jeffers,USA,Othyus Jeffers,MIN,Robert Morris - Chicago,1985-08-05T00:00:00,1610612750,timberwolves,O. Jeffers,Minnesota,othyus_jeffers,201785,Guard-Forward,"Jeffers, Othyus",Robert Morris (Ill.)/USA,Active,Timberwolves,0
Othyus,Jeffers,USA,Othyus Jeffers,MIN,Robert Morris - Chicago,1985-08-05T00:00:00,1610612750,timberwolves,O. Jeffers,Minnesota,othyus_jeffers,201785,Guard-Forward,"Jeffers, Othyus",Robert Morris (Ill.)/USA,Active,Timberwolves,0
Othyus,Jeffers,USA,Othyus Jeffers,MIN,Robert Morris - Chicago,1985-08-05T00:00:00,1610612750,timberwolves,O. Jeffers,Minnesota,othyus_jeffers,201785,Guard-Forward,"Jeffers, Othyus",Robert Morris (Ill.)/USA,Active,Timberwolves,0
Cartier,Martin,USA,Cartier Martin,ATL,Kansas State,1984-11-20T00:00:00,1610612737,hawks,C. Martin,Atlanta,cartier_martin,201858,Forward,"Martin, Cartier",Kansas State/USA,Active,Hawks,20
Cartier,Martin,USA,Cartier Martin,ATL,Kansas State,1984-11-20T00:00:00,1610612737,hawks,C. Martin,Atlanta,cartier_martin,201858,Forward,"Martin, Cartier",Kansas State/USA,Active,Hawks,20
Cartier,Martin,USA,Cartier Martin,ATL,Kansas State,1984-11-20T00:00:00,1610612737,hawks,C. Martin,Atlanta,cartier_martin,201858,Forward,"Martin, Cartier",Kansas State/USA,Active,Hawks,20
Greg,Stiemsma,USA,Greg Stiemsma,,Wisconsin,1985-09-26T00:00:00,0,,G. Stiemsma,,greg_stiemsma,201880,,"Stiemsma, Greg",Wisconsin/USA,Inactive,,
Blake,Griffin,USA,Blake Griffin,LAC,Oklahoma,1989-03-16T00:00:00,1610612746,clippers,B. Griffin,Los Angeles,blake_griffin,201933,Forward,"Griffin, Blake",Oklahoma/USA,Active,Clippers,32
Hasheem,Thabeet,Tanzania,Hasheem Thabeet,OKC,Connecticut,1987-02-16T00:00:00,1610612760,thunder,H. Thabeet,Oklahoma City,hasheem_thabeet,201934,Center,"Thabeet, Hasheem",Uconn/Tanzania,Active,Thunder,34
James,Harden,USA,James Harden,HOU,Arizona State,1989-08-26T00:00:00,1610612745,rockets,J. Harden,Houston,james_harden,201935,Guard,"Harden, James",Arizona State/USA,Active,Rockets,13
Tyreke,Evans,USA,Tyreke Evans,NOP,Memphis,1989-09-19T00:00:00,1610612740,pelicans,T. Evans,New Orleans,tyreke_evans,201936,Forward-Guard,"Evans, Tyreke",Memphis/USA,Active,Pelicans,1
Ricky,Rubio,Spain,Ricky Rubio,MIN,"El Masnou, Spain",1990-10-21T00:00:00,1610612750,timberwolves,R. Rubio,Minnesota,ricky_rubio,201937,Guard,"Rubio, Ricky",FC Barcelona/Spain,Active,Timberwolves,9
Stephen,Curry,USA,Stephen Curry,GSW,Davidson,1988-03-14T00:00:00,1610612744,warriors,S. Curry,Golden State,stephen_curry,201939,Guard,"Curry, Stephen",Davidson/USA,Active,Warriors,30
Jordan,Hill,USA,Jordan Hill,LAL,Arizona,1987-07-27T00:00:00,1610612747,lakers,J. Hill,Los Angeles,jordan_hill,201941,Forward-Center,"Hill, Jordan",Arizona/USA,Active,Lakers,27
DeMar,DeRozan,USA,DeMar DeRozan,TOR,USC,1989-08-07T00:00:00,1610612761,raptors,D. DeRozan,Toronto,demar_derozan,201942,Guard,"DeRozan, DeMar",USC/USA,Active,Raptors,10
Brandon,Jennings,USA,Brandon Jennings,DET,Oak Hill Academy (VA),1989-09-23T00:00:00,1610612765,pistons,B. Jennings,Detroit,brandon_jennings,201943,Guard,"Jennings, Brandon","Oak Hill Academy (Mouth of Wilson, VA)/USA",Active,Pistons,7
Gerald,Henderson,USA,Gerald Henderson,CHA,Duke,1987-12-09T00:00:00,1610612766,bobcats,G. Henderson,Charlotte,gerald_henderson,201945,Guard,"Henderson, Gerald",Duke/USA,Active,Bobcats,9
Tyler,Hansbrough,USA,Tyler Hansbrough,TOR,North Carolina,1985-11-03T00:00:00,1610612761,raptors,T. Hansbrough,Toronto,tyler_hansbrough,201946,Forward-Center,"Hansbrough, Tyler",North Carolina/USA,Active,Raptors,50
Earl,Clark,USA,Earl Clark,,Louisville,1988-01-17T00:00:00,0,,E. Clark,,earl_clark,201947,,"Clark, Earl",Louisville/USA,Inactive,,
Earl,Clark,USA,Earl Clark,,Louisville,1988-01-17T00:00:00,0,,E. Clark,,earl_clark,201947,,"Clark, Earl",Louisville/USA,Inactive,,
Earl,Clark,USA,Earl Clark,,Louisville,1988-01-17T00:00:00,0,,E. Clark,,earl_clark,201947,,"Clark, Earl",Louisville/USA,Inactive,,
Austin,Daye,USA,Austin Daye,SAS,Gonzaga,1988-06-05T00:00:00,1610612759,spurs,A. Daye,San Antonio,austin_daye,201948,Forward,"Daye, Austin",Gonzaga/USA,Active,Spurs,23
Austin,Daye,USA,Austin Daye,SAS,Gonzaga,1988-06-05T00:00:00,1610612759,spurs,A. Daye,San Antonio,austin_daye,201948,Forward,"Daye, Austin",Gonzaga/USA,Active,Spurs,23
Austin,Daye,USA,Austin Daye,SAS,Gonzaga,1988-06-05T00:00:00,1610612759,spurs,A. Daye,San Antonio,austin_daye,201948,Forward,"Daye, Austin",Gonzaga/USA,Active,Spurs,23
James,Johnson,USA,James Johnson,MEM,Wake Forest,1987-02-20T00:00:00,1610612763,grizzlies,J. Johnson,Memphis,james_johnson,201949,Forward,"Johnson, James",Wake Forest/USA,Active,Grizzlies,3
Jrue,Holiday,USA,Jrue Holiday,NOP,UCLA,1990-06-12T00:00:00,1610612740,pelicans,J. Holiday,New Orleans,jrue_holiday,201950,Guard,"Holiday, Jrue",UCLA/USA,Active,Pelicans,11
Ty,Lawson,USA,Ty Lawson,DEN,North Carolina,1987-11-03T00:00:00,1610612743,nuggets,T. Lawson,Denver,ty_lawson,201951,Guard,"Lawson, Ty",North Carolina/USA,Active,Nuggets,3
Jeff,Teague,USA,Jeff Teague,ATL,Wake Forest,1988-06-10T00:00:00,1610612737,hawks,J. Teague,Atlanta,jeff_teague,201952,Guard,"Teague, Jeff",Wake Forest/USA,Active,Hawks,0
Eric,Maynor,USA,Eric Maynor,,Va Commonwealth,1987-06-11T00:00:00,0,,E. Maynor,,eric_maynor,201953,,"Maynor, Eric",Virginia Commonwealth/USA,Inactive,,
Eric,Maynor,USA,Eric Maynor,,Va Commonwealth,1987-06-11T00:00:00,0,,E. Maynor,,eric_maynor,201953,,"Maynor, Eric",Virginia Commonwealth/USA,Inactive,,
Eric,Maynor,USA,Eric Maynor,,Va Commonwealth,1987-06-11T00:00:00,0,,E. Maynor,,eric_maynor,201953,,"Maynor, Eric",Virginia Commonwealth/USA,Inactive,,
Darren,Collison,USA,Darren Collison,LAC,UCLA,1987-08-23T00:00:00,1610612746,clippers,D. Collison,Los Angeles,darren_collison,201954,Guard,"Collison, Darren",UCLA/USA,Active,Clippers,2
Omri,Casspi,Israel,Omri Casspi,HOU,"Yavne, Israel",1988-06-22T00:00:00,1610612745,rockets,O. Casspi,Houston,omri_casspi,201956,Forward,"Casspi, Omri",Hapoel Galil Elyon/Israel,Active,Rockets,18
Byron,Mullens,USA,Byron Mullens,PHI,Ohio State,1989-02-14T00:00:00,1610612755,sixers,B. Mullens,Philadelphia,byron_mullens,201957,Center,"Mullens, Byron",Ohio State/USA,Active,76ers,30
Byron,Mullens,USA,Byron Mullens,PHI,Ohio State,1989-02-14T00:00:00,1610612755,sixers,B. Mullens,Philadelphia,byron_mullens,201957,Center,"Mullens, Byron",Ohio State/USA,Active,76ers,30
Byron,Mullens,USA,Byron Mullens,PHI,Ohio State,1989-02-14T00:00:00,1610612755,sixers,B. Mullens,Philadelphia,byron_mullens,201957,Center,"Mullens, Byron",Ohio State/USA,Active,76ers,30
Taj,Gibson,USA,Taj Gibson,CHI,USC,1985-06-24T00:00:00,1610612741,bulls,T. Gibson,Chicago,taj_gibson,201959,Forward-Center,"Gibson, Taj",USC/USA,Active,Bulls,22
DeMarre,Carroll,USA,DeMarre Carroll,ATL,Missouri,1986-07-27T00:00:00,1610612737,hawks,D. Carroll,Atlanta,demarre_carroll,201960,Forward,"Carroll, DeMarre",Missouri/USA,Active,Hawks,5
Wayne,Ellington,USA,Wayne Ellington,DAL,North Carolina,1987-11-29T00:00:00,1610612742,mavericks,W. Ellington,Dallas,wayne_ellington,201961,Guard,"Ellington, Wayne",North Carolina/USA,Active,Mavericks,21
Toney,Douglas,USA,Toney Douglas,MIA,Florida State,1986-03-16T00:00:00,1610612748,heat,T. Douglas,Miami,toney_douglas,201962,Guard,"Douglas, Toney",Florida State/USA,Active,Heat,0
Toney,Douglas,USA,Toney Douglas,MIA,Florida State,1986-03-16T00:00:00,1610612748,heat,T. Douglas,Miami,toney_douglas,201962,Guard,"Douglas, Toney",Florida State/USA,Active,Heat,0
Toney,Douglas,USA,Toney Douglas,MIA,Florida State,1986-03-16T00:00:00,1610612748,heat,T. Douglas,Miami,toney_douglas,201962,Guard,"Douglas, Toney",Florida State/USA,Active,Heat,0
Victor,Claver,Spain,Victor Claver,POR,"Valencia, Spain",1988-08-30T00:00:00,1610612757,blazers,V. Claver,Portland,victor_claver,201964,Forward,"Claver, Victor","Valencia, Spain",Active,Trail Blazers,18
Jeff,Ayres,USA,Jeff Ayres,SAS,Arizona State,1987-04-29T00:00:00,1610612759,spurs,J. Ayres,San Antonio,jeff_ayres,201965,Center-Forward,"Ayres, Jeff",Arizona State/USA,Active,Spurs,11
Dante,Cunningham,USA,Dante Cunningham,MIN,Villanova,1987-04-22T00:00:00,1610612750,timberwolves,D. Cunningham,Minnesota,dante_cunningham,201967,Forward,"Cunningham, Dante",Villanova/USA,Active,Timberwolves,33
DeJuan,Blair,USA,DeJuan Blair,DAL,Pittsburgh,1989-04-22T00:00:00,1610612742,mavericks,D. Blair,Dallas,dejuan_blair,201971,Center-Forward,"Blair, DeJuan",Pittsburgh/USA,Active,Mavericks,45
Jonas,Jerebko,Sweden,Jonas Jerebko,DET,"Kinna, Sweden",1987-03-02T00:00:00,1610612765,pistons,J. Jerebko,Detroit,jonas_jerebko,201973,Forward,"Jerebko, Jonas",Angelico Biella/Sweden,Active,Pistons,33
Jodie,Meeks,USA,Jodie Meeks,LAL,Kentucky,1987-08-21T00:00:00,1610612747,lakers,J. Meeks,Los Angeles,jodie_meeks,201975,Guard,"Meeks, Jodie",Kentucky/USA,Active,Lakers,20
Patrick,Beverley,USA,Patrick Beverley,HOU,Arkansas,1988-07-12T00:00:00,1610612745,rockets,P. Beverley,Houston,patrick_beverley,201976,Guard,"Beverley, Patrick",Arkansas/USA,Active,Rockets,2
Marcus,Thornton,USA,Marcus Thornton,BKN,Louisiana State,1987-06-05T00:00:00,1610612751,nets,M. Thornton,Brooklyn,marcus_thornton,201977,Guard,"Thornton, Marcus",Louisiana State/USA,Active,Nets,10
Marcus,Thornton,USA,Marcus Thornton,BKN,Louisiana State,1987-06-05T00:00:00,1610612751,nets,M. Thornton,Brooklyn,marcus_thornton,201977,Guard,"Thornton, Marcus",Louisiana State/USA,Active,Nets,10
Marcus,Thornton,USA,Marcus Thornton,BKN,Louisiana State,1987-06-05T00:00:00,1610612751,nets,M. Thornton,Brooklyn,marcus_thornton,201977,Guard,"Thornton, Marcus",Louisiana State/USA,Active,Nets,10
Chase,Budinger,USA,Chase Budinger,MIN,Arizona,1988-05-22T00:00:00,1610612750,timberwolves,C. Budinger,Minnesota,chase_budinger,201978,Forward,"Budinger, Chase",Arizona/USA,Active,Timberwolves,10
Nick,Calathes,USA,Nick Calathes,MEM,Florida,1989-02-07T00:00:00,1610612763,grizzlies,N. Calathes,Memphis,nick_calathes,201979,Guard,"Calathes, Nick",Florida,Active,Grizzlies,12
Danny,Green,USA,Danny Green,SAS,North Carolina,1987-06-22T00:00:00,1610612759,spurs,D. Green,San Antonio,daniel_green,201980,Guard-Forward,"Green, Danny",North Carolina/USA,Active,Spurs,4
A.J.,Price,USA,A.J. Price,,Connecticut,1986-10-07T00:00:00,0,,A. Price,,aj_price,201985,,"Price, A.J.",Connecticut/USA,Inactive,,
Nando,De Colo,France,Nando De Colo,TOR,"Saint Catherine, France",1987-06-23T00:00:00,1610612761,raptors,N. De Colo,Toronto,nando_de_colo,201986,Guard,"De Colo, Nando","Saint Catherine, France",Active,Raptors,3
Nando,De Colo,France,Nando De Colo,TOR,"Saint Catherine, France",1987-06-23T00:00:00,1610612761,raptors,N. De Colo,Toronto,nando_de_colo,201986,Guard,"De Colo, Nando","Saint Catherine, France",Active,Raptors,3
Nando,De Colo,France,Nando De Colo,TOR,"Saint Catherine, France",1987-06-23T00:00:00,1610612761,raptors,N. De Colo,Toronto,nando_de_colo,201986,Guard,"De Colo, Nando","Saint Catherine, France",Active,Raptors,3
Patty,Mills,Australia,Patty Mills,SAS,St. Mary's (CA),1988-08-11T00:00:00,1610612759,spurs,P. Mills,San Antonio,patrick_mills,201988,Guard,"Mills, Patty",St. Mary's (CA)/Australia,Active,Spurs,8
Garrett,Temple,USA,Garrett Temple,WAS,Louisiana State,1986-05-08T00:00:00,1610612764,wizards,G. Temple,Washington,garrett_temple,202066,Guard,"Temple, Garrett",Louisiana State/USA,Active,Wizards,17
Wesley,Matthews,USA,Wesley Matthews,POR,Marquette,1986-10-14T00:00:00,1610612757,blazers,W. Matthews,Portland,wesley_matthews,202083,Guard,"Matthews, Wesley",Marquette/USA,Active,Trail Blazers,2
Alonzo,Gee,USA,Alonzo Gee,CLE,Alabama,1987-05-29T00:00:00,1610612739,cavaliers,A. Gee,Cleveland,alonzo_gee,202087,Forward,"Gee, Alonzo",Alabama/USA,Active,Cavaliers,33
Dionte,Christmas,USA,Dionte Christmas,PHX,Temple,1986-09-15T00:00:00,1610612756,suns,D. Christmas,Phoenix,dionte_christmas,202091,Guard,"Christmas, Dionte",Temple/USA,Active,Suns,25
Reggie,Williams,USA,Reggie Williams,,Virginia Military,1986-09-14T00:00:00,0,,R. Williams,,reggie_williams,202130,,"Williams, Reggie",Virginia Military Inst./USA,Inactive,,
Shane,Edwards,,Shane Edwards,,Arkansas-Little Rock,1987-05-31T00:00:00,0,,S. Edwards,,shane_edwards,202197,,"Edwards, Shane",Arkansas-Little Rock/US,Inactive,,
John,Wall,USA,John Wall,WAS,Kentucky,1990-09-06T00:00:00,1610612764,wizards,J. Wall,Washington,john_wall,202322,Guard,"Wall, John",Kentucky/USA,Active,Wizards,2
Evan,Turner,USA,Evan Turner,IND,Ohio State,1988-10-27T00:00:00,1610612754,pacers,E. Turner,Indiana,evan_turner,202323,Forward-Guard,"Turner, Evan",Ohio State/USA,Active,Pacers,12
Evan,Turner,USA,Evan Turner,IND,Ohio State,1988-10-27T00:00:00,1610612754,pacers,E. Turner,Indiana,evan_turner,202323,Forward-Guard,"Turner, Evan",Ohio State/USA,Active,Pacers,12
Evan,Turner,USA,Evan Turner,IND,Ohio State,1988-10-27T00:00:00,1610612754,pacers,E. Turner,Indiana,evan_turner,202323,Forward-Guard,"Turner, Evan",Ohio State/USA,Active,Pacers,12
Derrick,Favors,USA,Derrick Favors,UTA,Georgia Tech,1991-07-15T00:00:00,1610612762,jazz,D. Favors,Utah,derrick_favors,202324,Center-Forward,"Favors, Derrick",Georgia Tech/USA,Active,Jazz,15
Wesley,Johnson,USA,Wesley Johnson,LAL,Syracuse,1987-07-11T00:00:00,1610612747,lakers,W. Johnson,Los Angeles,wesley_johnson,202325,Forward,"Johnson, Wesley",Syracuse/USA,Active,Lakers,11
DeMarcus,Cousins,USA,DeMarcus Cousins,SAC,Kentucky,1990-08-13T00:00:00,1610612758,kings,D. Cousins,Sacramento,demarcus_cousins,202326,Center,"Cousins, DeMarcus",Kentucky/USA,Active,Kings,15
Ekpe,Udoh,USA,Ekpe Udoh,MIL,Baylor,1987-05-20T00:00:00,1610612749,bucks,E. Udoh,Milwaukee,ekpe_udoh,202327,Forward-Center,"Udoh, Ekpe",Baylor/USA,Active,Bucks,5
Greg,Monroe,USA,Greg Monroe,DET,Georgetown,1990-06-04T00:00:00,1610612765,pistons,G. Monroe,Detroit,greg_monroe,202328,Forward-Center,"Monroe, Greg",Georgetown/USA,Active,Pistons,10
Al-Farouq,Aminu,USA,Al-Farouq Aminu,NOP,Wake Forest,1990-09-21T00:00:00,1610612740,pelicans,A. Aminu,New Orleans,al-farouq_aminu,202329,Forward,"Aminu, Al-Farouq",Wake Forest/USA,Active,Pelicans,0
